domain,task_id,env,config,seed,step,success,return,length,eval_csv,is_best_peak,is_final,vf_baseline
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p0003,2,1,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,True,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p0003,2,50000,0.0,-999.6,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p0003,2,100000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p0003,2,150000,0.0,-937.7,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p0003,2,200000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p0003,2,250000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p0003,2,300000,0.0,-976.5,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,False,True,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p001,2,1,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p001,2,50000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p001,2,100000,0.0,-993.3,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p001,2,150000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p001,2,200000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p001,2,250000,0.0,-964.4,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p001,2,300000,0.1,-961.1,491.1,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,True,True,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,P0_particle,2,1,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,P0_particle,2,50000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,P0_particle,2,100000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,P0_particle,2,150000,0.1,-958.6,494.4,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,True,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,P0_particle,2,200000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,P0_particle,2,250000,0.0,-956.5,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,P0_particle,2,300000,0.1,-850.2,498.2,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,False,True,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R2_residual_disagree_lam0p001,2,1,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R2_residual_disagree_lam0p001,2,50000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R2_residual_disagree_lam0p001,2,100000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R2_residual_disagree_lam0p001,2,150000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R2_residual_disagree_lam0p001,2,200000,0.1,-930.3,469.1,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,True,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R2_residual_disagree_lam0p001,2,250000,0.0,-967.8,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R2_residual_disagree_lam0p001,2,300000,0.1,-902.5,487.2,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,False,True,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R3_residual_disagree_typicality_lam0p001,2,1,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R3_residual_disagree_typicality_lam0p001,2,50000,0.0,-965.2,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R3_residual_disagree_typicality_lam0p001,2,100000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R3_residual_disagree_typicality_lam0p001,2,150000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R3_residual_disagree_typicality_lam0p001,2,200000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R3_residual_disagree_typicality_lam0p001,2,250000,0.0,-979.2,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,False,False,0.3
cube-double-play,task4,cube-double-play-singletask-task4-v0,R3_residual_disagree_typicality_lam0p001,2,300000,0.1,-857.5,474.6,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,True,True,0.3
cube-double-play,task5,cube-double-play-singletask-task5-v0,P0_particle,2,1,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/eval.csv,False,False,0.69
cube-double-play,task5,cube-double-play-singletask-task5-v0,P0_particle,2,50000,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/eval.csv,False,False,0.69
cube-double-play,task5,cube-double-play-singletask-task5-v0,P0_particle,2,100000,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/eval.csv,False,False,0.69
cube-double-play,task5,cube-double-play-singletask-task5-v0,P0_particle,2,150000,0.2,-788.7,458.1,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/eval.csv,False,False,0.69
cube-double-play,task5,cube-double-play-singletask-task5-v0,P0_particle,2,200000,0.3,-706.3,414.4,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/eval.csv,False,False,0.69
cube-double-play,task5,cube-double-play-singletask-task5-v0,P0_particle,2,250000,0.5,-613.5,386.1,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/eval.csv,True,False,0.69
cube-double-play,task5,cube-double-play-singletask-task5-v0,P0_particle,2,300000,0.5,-558.8,376.6,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/eval.csv,False,True,0.69
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,1,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,50000,0.0,-1097.8,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,100000,0.2,-988.2,985.6,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,150000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,200000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,250000,0.1,-948.5,948.6,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,300000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,350000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,400000,0.1,-986.7,906.5,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,450000,0.4,-714.5,714.4,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,500000,0.1,-906.2,906.3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,550000,0.2,-890.0,890.2,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,600000,0.2,-923.6,923.8,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,650000,0.3,-985.4,858.5,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,700000,0.5,-732.8,733.3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,750000,0.7,-499.7,500.4,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,800000,0.8,-495.0,495.8,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,850000,0.9,-419.4,420.3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,True,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,900000,0.7,-589.3,590.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,950000,0.9,-351.7,352.6,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,0,1000000,0.6,-540.1,540.7,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,False,True,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,1,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,50000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,100000,0.1,-1032.9,998.2,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,150000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,200000,0.4,-787.6,788.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,250000,0.2,-910.8,911.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,300000,0.2,-826.6,826.8,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,350000,0.2,-860.2,860.4,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,400000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,450000,0.2,-820.9,821.1,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,500000,0.2,-895.3,813.6,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,550000,0.3,-804.4,804.7,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,600000,0.6,-480.3,480.9,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,650000,0.5,-760.6,761.1,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,700000,0.2,-925.3,925.5,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,750000,0.3,-762.1,762.1,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,800000,0.5,-677.0,677.5,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,850000,0.9,-357.8,358.7,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,True,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,900000,0.6,-749.5,750.1,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,950000,0.7,-601.7,602.4,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,1,1000000,0.6,-693.9,694.5,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,False,True,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,1,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,50000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,100000,0.0,-1059.9,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,150000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,200000,0.0,-1000.0,1000.0,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,250000,0.2,-821.4,821.3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,300000,0.1,-953.2,953.3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,350000,0.3,-849.0,792.9,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,400000,0.4,-686.5,686.9,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,2,450000,0.1,-911.2,911.3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,False,False,0.59
