run_id,method_group,visual_domain,task_id,env,config_name,seed,status,step,success,return,length,eval_csv
sual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task2,visual-cube-double-play-singletask-task2-v0,R2,2,completed_300k,150000,0.0,-991.4,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_105940/eval.csv
sual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task2,visual-cube-double-play-singletask-task2-v0,R2,2,completed_300k,200000,0.0,-959.3,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_105940/eval.csv
sual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task2,visual-cube-double-play-singletask-task2-v0,R2,2,completed_300k,250000,0.0,-927.8,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_105940/eval.csv
sual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task2,visual-cube-double-play-singletask-task2-v0,R2,2,completed_300k,300000,0.0,-980.9,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_105940/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,A1,2,completed_300k,1,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,A1,2,completed_300k,50000,0.0,-984.5,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,A1,2,completed_300k,100000,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,A1,2,completed_300k,150000,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,A1,2,completed_300k,200000,0.0,-987.6,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,A1,2,completed_300k,250000,0.0,-994.5,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,A1,2,completed_300k,300000,0.0,-979.6,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
sual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,R2,2,completed_300k,1,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
sual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,R2,2,completed_300k,50000,0.0,-988.4,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
sual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,R2,2,completed_300k,100000,0.0,-996.9,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
sual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,R2,2,completed_300k,150000,0.0,-999.4,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
sual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,R2,2,completed_300k,200000,0.0,-931.7,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
sual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,R2,2,completed_300k,250000,0.0,-964.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
sual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task3,visual-cube-double-play-singletask-task3-v0,R2,2,completed_300k,300000,0.0,-906.9,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,A1,2,completed_300k,1,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_133949/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,A1,2,completed_300k,50000,0.0,-994.3,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_133949/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,A1,2,completed_300k,100000,0.0,-998.2,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_133949/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,A1,2,completed_300k,150000,0.0,-999.1,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_133949/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,A1,2,completed_300k,200000,0.0,-976.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_133949/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,A1,2,completed_300k,250000,0.1,-947.5,492.1,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_133949/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,A1,2,completed_300k,300000,0.0,-970.7,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_133949/eval.csv
sual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,R2,2,completed_300k,1,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_133948/eval.csv
sual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,R2,2,completed_300k,50000,0.0,-977.6,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_133948/eval.csv
sual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,R2,2,completed_300k,100000,0.0,-998.5,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_133948/eval.csv
sual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,R2,2,completed_300k,150000,0.0,-998.7,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_133948/eval.csv
sual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,R2,2,completed_300k,200000,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_133948/eval.csv
sual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,R2,2,completed_300k,250000,0.0,-999.6,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_133948/eval.csv
sual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task4,visual-cube-double-play-singletask-task4-v0,R2,2,completed_300k,300000,0.0,-949.4,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_133948/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task5,visual-cube-double-play-singletask-task5-v0,A1,2,completed_300k,1,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task5,visual-cube-double-play-singletask-task5-v0,A1,2,completed_300k,50000,0.0,-981.5,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task5,visual-cube-double-play-singletask-task5-v0,A1,2,completed_300k,100000,0.0,-999.4,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task5,visual-cube-double-play-singletask-task5-v0,A1,2,completed_300k,150000,0.0,-999.5,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task5,visual-cube-double-play-singletask-task5-v0,A1,2,completed_300k,200000,0.0,-936.3,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task5,visual-cube-double-play-singletask-task5-v0,A1,2,completed_300k,250000,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv
tageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task5,visual-cube-double-play-singletask-task5-v0,A1,2,completed_300k,300000,0.0,-994.8,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv
sual-cube-double-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,v6,visual-cube-double-play,task5,visual-cube-double-play-singletask-task5-v0,R2,2,completed_300k,1,0.0,-1000.0,500.0,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv
